"CurrencyRateID","CurrencyRateDate","FromCurrencyCode","ToCurrencyCode","AverageRate","EndOfDayRate","ModifiedDate"
6056,"2002-11-30 00:00:00","USD","ARS",0.999,0.999,"2002-11-30 00:00:00"
6057,"2002-11-30 00:00:00","USD","AUD",1.9658,1.9654,"2002-11-30 00:00:00"
6058,"2002-11-30 00:00:00","USD","BRL",2.156,2.1459,"2002-11-30 00:00:00"
6059,"2002-11-30 00:00:00","USD","CAD",1.5618,1.5592,"2002-11-30 00:00:00"
6060,"2002-11-30 00:00:00","USD","CNY",8.2776,8.2775,"2002-11-30 00:00:00"
6061,"2002-11-30 00:00:00","USD","EUR",1.1259,1.1252,"2002-11-30 00:00:00"
6062,"2002-11-30 00:00:00","USD","GBP",0.6959,0.6954,"2002-11-30 00:00:00"
6063,"2002-11-30 00:00:00","USD","JPY",124.27,124.2129,"2002-11-30 00:00:00"
6064,"2002-11-30 00:00:00","USD","MXN",9.2949,9.287,"2002-11-30 00:00:00"
6065,"2002-11-30 00:00:00","USD","SAR",3.7505,3.7494,"2002-11-30 00:00:00"
6066,"2002-11-30 00:00:00","USD","VEB",709.75,709.73,"2002-11-30 00:00:00"
6067,"2002-12-01 00:00:00","USD","ARS",0.999,1.0,"2002-12-01 00:00:00"
6068,"2002-12-01 00:00:00","USD","AUD",1.9658,1.9661,"2002-12-01 00:00:00"
6069,"2002-12-01 00:00:00","USD","BRL",2.156,2.1589,"2002-12-01 00:00:00"
6070,"2002-12-01 00:00:00","USD","CAD",1.5634,1.5701,"2002-12-01 00:00:00"
6071,"2002-12-01 00:00:00","USD","CNY",8.2776,8.2784,"2002-12-01 00:00:00"
6072,"2002-12-01 00:00:00","USD","EUR",1.1259,1.1269,"2002-12-01 00:00:00"
6073,"2002-12-01 00:00:00","USD","GBP",0.6955,0.6956,"2002-12-01 00:00:00"
6074,"2002-12-01 00:00:00","USD","JPY",124.25,124.269,"2002-12-01 00:00:00"
6075,"2002-12-01 00:00:00","USD","MXN",9.2949,9.304,"2002-12-01 00:00:00"
6076,"2002-12-01 00:00:00","USD","SAR",3.7505,3.753,"2002-12-01 00:00:00"
6077,"2002-12-01 00:00:00","USD","VEB",709.75,709.7899,"2002-12-01 00:00:00"
6078,"2002-12-02 00:00:00","USD","ARS",0.9997,0.9993,"2002-12-02 00:00:00"
6079,"2002-12-02 00:00:00","USD","AUD",1.9589,1.9585,"2002-12-02 00:00:00"
6080,"2002-12-02 00:00:00","USD","BRL",2.1869,2.1829,"2002-12-02 00:00:00"
6081,"2002-12-02 00:00:00","USD","CAD",1.5623,1.5606,"2002-12-02 00:00:00"
6082,"2002-12-02 00:00:00","USD","CNY",8.2776,8.2774,"2002-12-02 00:00:00"
6083,"2002-12-02 00:00:00","USD","EUR",1.1278,1.127,"2002-12-02 00:00:00"
6084,"2002-12-02 00:00:00","USD","GBP",0.6968,0.6968,"2002-12-02 00:00:00"
6085,"2002-12-02 00:00:00","USD","JPY",124.623,124.5819,"2002-12-02 00:00:00"
6086,"2002-12-02 00:00:00","USD","MXN",9.3125,9.31,"2002-12-02 00:00:00"
6087,"2002-12-02 00:00:00","USD","SAR",3.7505,3.7496,"2002-12-02 00:00:00"
6088,"2002-12-02 00:00:00","USD","VEB",709.75,709.73,"2002-12-02 00:00:00"
6089,"2002-12-03 00:00:00","USD","ARS",0.9998,1.0005,"2002-12-03 00:00:00"
6090,"2002-12-03 00:00:00","USD","AUD",1.9887,1.9895,"2002-12-03 00:00:00"
6091,"2002-12-03 00:00:00","USD","BRL",2.197,2.202,"2002-12-03 00:00:00"
6092,"2002-12-03 00:00:00","USD","CAD",1.563,1.5637,"2002-12-03 00:00:00"
6093,"2002-12-03 00:00:00","USD","CNY",8.2782,8.279,"2002-12-03 00:00:00"
6094,"2002-12-03 00:00:00","USD","EUR",1.1337,1.1347,"2002-12-03 00:00:00"
6095,"2002-12-03 00:00:00","USD","GBP",0.6992,0.6998,"2002-12-03 00:00:00"
6096,"2002-12-03 00:00:00","USD","JPY",123.42,123.5,"2002-12-03 00:00:00"
6097,"2002-12-03 00:00:00","USD","MXN",9.2423,9.25,"2002-12-03 00:00:00"
6098,"2002-12-03 00:00:00","USD","SAR",3.7505,3.7511,"2002-12-03 00:00:00"
6099,"2002-12-03 00:00:00","USD","VEB",710.5099,710.5399,"2002-12-03 00:00:00"
6100,"2002-12-04 00:00:00","USD","ARS",0.9999,0.9995,"2002-12-04 00:00:00"
6101,"2002-12-04 00:00:00","USD","AUD",1.9865,1.9857,"2002-12-04 00:00:00"
6102,"2002-12-04 00:00:00","USD","BRL",2.1814,2.1749,"2002-12-04 00:00:00"
6103,"2002-12-04 00:00:00","USD","CAD",1.5639,1.5618,"2002-12-04 00:00:00"
6104,"2002-12-04 00:00:00","USD","CNY",8.2782,8.278,"2002-12-04 00:00:00"
6105,"2002-12-04 00:00:00","USD","EUR",1.1301,1.1292,"2002-12-04 00:00:00"
6106,"2002-12-04 00:00:00","USD","GBP",0.7006,0.7004,"2002-12-04 00:00:00"
6107,"2002-12-04 00:00:00","USD","JPY",122.372,122.3439,"2002-12-04 00:00:00"
6108,"2002-12-04 00:00:00","USD","MXN",9.2415,9.2409,"2002-12-04 00:00:00"
6109,"2002-12-04 00:00:00","USD","SAR",3.7505,3.7429,"2002-12-04 00:00:00"
6110,"2002-12-04 00:00:00","USD","VEB",710.75,710.75,"2002-12-04 00:00:00"
6111,"2002-12-05 00:00:00","USD","ARS",0.9998,1.0004,"2002-12-05 00:00:00"
6112,"2002-12-05 00:00:00","USD","AUD",1.9388,1.9395,"2002-12-05 00:00:00"
6113,"2002-12-05 00:00:00","USD","BRL",2.1869,2.196,"2002-12-05 00:00:00"
6114,"2002-12-05 00:00:00","USD","CAD",1.5513,1.5576,"2002-12-05 00:00:00"
6115,"2002-12-05 00:00:00","USD","CNY",8.2781,8.2786,"2002-12-05 00:00:00"
6116,"2002-12-05 00:00:00","USD","EUR",1.1157,1.1162,"2002-12-05 00:00:00"
6117,"2002-12-05 00:00:00","USD","GBP",0.6923,0.6928,"2002-12-05 00:00:00"
6118,"2002-12-05 00:00:00","USD","JPY",121.47,121.4719,"2002-12-05 00:00:00"
6119,"2002-12-05 00:00:00","USD","MXN",9.3018,9.3059,"2002-12-05 00:00:00"
6120,"2002-12-05 00:00:00","USD","SAR",3.7505,3.7534,"2002-12-05 00:00:00"
6121,"2002-12-05 00:00:00","USD","VEB",709.71,709.72,"2002-12-05 00:00:00"
6122,"2002-12-06 00:00:00","USD","ARS",0.9993,0.9991,"2002-12-06 00:00:00"
6123,"2002-12-06 00:00:00","USD","AUD",1.9429,1.9419,"2002-12-06 00:00:00"
6124,"2002-12-06 00:00:00","USD","BRL",2.2709,2.2679,"2002-12-06 00:00:00"
6125,"2002-12-06 00:00:00","USD","CAD",1.5445,1.5356,"2002-12-06 00:00:00"
6126,"2002-12-06 00:00:00","USD","CNY",8.2782,8.2774,"2002-12-06 00:00:00"
6127,"2002-12-06 00:00:00","USD","EUR",1.1076,1.107,"2002-12-06 00:00:00"
6128,"2002-12-06 00:00:00","USD","GBP",0.6927,0.6924,"2002-12-06 00:00:00"
6129,"2002-12-06 00:00:00","USD","JPY",122.43,122.426,"2002-12-06 00:00:00"
6130,"2002-12-06 00:00:00","USD","MXN",9.393,9.3919,"2002-12-06 00:00:00"
6131,"2002-12-06 00:00:00","USD","SAR",3.7505,3.7484,"2002-12-06 00:00:00"
6132,"2002-12-06 00:00:00","USD","VEB",711.0099,710.94,"2002-12-06 00:00:00"
6133,"2002-12-07 00:00:00","USD","ARS",0.9993,0.9996,"2002-12-07 00:00:00"
6134,"2002-12-07 00:00:00","USD","AUD",1.9429,1.9435,"2002-12-07 00:00:00"
6135,"2002-12-07 00:00:00","USD","BRL",2.2709,2.2749,"2002-12-07 00:00:00"
6136,"2002-12-07 00:00:00","USD","CAD",1.5445,1.5527,"2002-12-07 00:00:00"
6137,"2002-12-07 00:00:00","USD","CNY",8.2782,8.2792,"2002-12-07 00:00:00"
6138,"2002-12-07 00:00:00","USD","EUR",1.1093,1.11,"2002-12-07 00:00:00"
6139,"2002-12-07 00:00:00","USD","GBP",0.6927,0.6936,"2002-12-07 00:00:00"
6140,"2002-12-07 00:00:00","USD","JPY",122.43,122.433,"2002-12-07 00:00:00"
6141,"2002-12-07 00:00:00","USD","MXN",9.393,9.4009,"2002-12-07 00:00:00"
6142,"2002-12-07 00:00:00","USD","SAR",3.7505,3.7559,"2002-12-07 00:00:00"
6143,"2002-12-07 00:00:00","USD","VEB",711.0099,711.07,"2002-12-07 00:00:00"
6144,"2002-12-08 00:00:00","USD","ARS",0.9993,0.999,"2002-12-08 00:00:00"
6145,"2002-12-08 00:00:00","USD","AUD",1.9429,1.9428,"2002-12-08 00:00:00"
6146,"2002-12-08 00:00:00","USD","BRL",2.2709,2.266,"2002-12-08 00:00:00"
6147,"2002-12-08 00:00:00","USD","CAD",1.5457,1.5426,"2002-12-08 00:00:00"
6148,"2002-12-08 00:00:00","USD","CNY",8.2782,8.278,"2002-12-08 00:00:00"
6149,"2002-12-08 00:00:00","USD","EUR",1.1093,1.1092,"2002-12-08 00:00:00"
6150,"2002-12-08 00:00:00","USD","GBP",0.6934,0.6926,"2002-12-08 00:00:00"
6151,"2002-12-08 00:00:00","USD","JPY",122.037,121.977,"2002-12-08 00:00:00"
6152,"2002-12-08 00:00:00","USD","MXN",9.393,9.3879,"2002-12-08 00:00:00"
6153,"2002-12-08 00:00:00","USD","SAR",3.7505,3.746,"2002-12-08 00:00:00"
6154,"2002-12-08 00:00:00","USD","VEB",711.0099,710.98,"2002-12-08 00:00:00"
6155,"2002-12-09 00:00:00","USD","ARS",0.9997,1.0004,"2002-12-09 00:00:00"
6156,"2002-12-09 00:00:00","USD","AUD",1.9805,1.9807,"2002-12-09 00:00:00"
6157,"2002-12-09 00:00:00","USD","BRL",2.2602,2.261,"2002-12-09 00:00:00"
6158,"2002-12-09 00:00:00","USD","CAD",1.5494,1.5508,"2002-12-09 00:00:00"
6159,"2002-12-09 00:00:00","USD","CNY",8.2777,8.2782,"2002-12-09 00:00:00"
6160,"2002-12-09 00:00:00","USD","EUR",1.1137,1.1147,"2002-12-09 00:00:00"
6161,"2002-12-09 00:00:00","USD","GBP",0.6937,0.6945,"2002-12-09 00:00:00"
6162,"2002-12-09 00:00:00","USD","JPY",121.244,121.328,"2002-12-09 00:00:00"
6163,"2002-12-09 00:00:00","USD","MXN",9.37,9.375,"2002-12-09 00:00:00"
6164,"2002-12-09 00:00:00","USD","SAR",3.7505,3.7538,"2002-12-09 00:00:00"
6165,"2002-12-09 00:00:00","USD","VEB",711.9099,711.94,"2002-12-09 00:00:00"
6166,"2002-12-10 00:00:00","USD","ARS",0.9998,0.9993,"2002-12-10 00:00:00"
6167,"2002-12-10 00:00:00","USD","AUD",1.9755,1.9751,"2002-12-10 00:00:00"
6168,"2002-12-10 00:00:00","USD","BRL",2.266,2.262,"2002-12-10 00:00:00"
6169,"2002-12-10 00:00:00","USD","CAD",1.5487,1.547,"2002-12-10 00:00:00"
6170,"2002-12-10 00:00:00","USD","CNY",8.2776,8.2773,"2002-12-10 00:00:00"
6171,"2002-12-10 00:00:00","USD","EUR",1.1189,1.1187,"2002-12-10 00:00:00"
6172,"2002-12-10 00:00:00","USD","GBP",0.6966,0.6965,"2002-12-10 00:00:00"
6173,"2002-12-10 00:00:00","USD","JPY",122.176,122.174,"2002-12-10 00:00:00"
6174,"2002-12-10 00:00:00","USD","MXN",9.2799,9.2739,"2002-12-10 00:00:00"
6175,"2002-12-10 00:00:00","USD","SAR",3.7505,3.7416,"2002-12-10 00:00:00"
6176,"2002-12-10 00:00:00","USD","VEB",711.4099,711.32,"2002-12-10 00:00:00"
6177,"2002-12-11 00:00:00","USD","ARS",0.9998,0.9999,"2002-12-11 00:00:00"
6178,"2002-12-11 00:00:00","USD","AUD",1.9761,1.9766,"2002-12-11 00:00:00"
6179,"2002-12-11 00:00:00","USD","BRL",2.2906,2.2919,"2002-12-11 00:00:00"
6180,"2002-12-11 00:00:00","USD","CAD",1.5518,1.5602,"2002-12-11 00:00:00"
6181,"2002-12-11 00:00:00","USD","CNY",8.2774,8.2781,"2002-12-11 00:00:00"
6182,"2002-12-11 00:00:00","USD","EUR",1.1163,1.1164,"2002-12-11 00:00:00"
6183,"2002-12-11 00:00:00","USD","GBP",0.6943,0.6951,"2002-12-11 00:00:00"
6184,"2002-12-11 00:00:00","USD","JPY",122.358,122.364,"2002-12-11 00:00:00"
6185,"2002-12-11 00:00:00","USD","MXN",9.3028,9.303,"2002-12-11 00:00:00"
6186,"2002-12-11 00:00:00","USD","SAR",3.7505,3.7566,"2002-12-11 00:00:00"
6187,"2002-12-11 00:00:00","USD","VEB",711.25,711.35,"2002-12-11 00:00:00"
6188,"2002-12-12 00:00:00","USD","ARS",0.9997,0.9988,"2002-12-12 00:00:00"
6189,"2002-12-12 00:00:00","USD","AUD",1.9648,1.9641,"2002-12-12 00:00:00"
6190,"2002-12-12 00:00:00","USD","BRL",2.2444,2.244,"2002-12-12 00:00:00"
6191,"2002-12-12 00:00:00","USD","CAD",1.5461,1.5429,"2002-12-12 00:00:00"
6192,"2002-12-12 00:00:00","USD","CNY",8.2776,8.2772,"2002-12-12 00:00:00"
6193,"2002-12-12 00:00:00","USD","EUR",1.1069,1.1062,"2002-12-12 00:00:00"
6194,"2002-12-12 00:00:00","USD","GBP",0.6946,0.6943,"2002-12-12 00:00:00"
6195,"2002-12-12 00:00:00","USD","JPY",123.178,123.164,"2002-12-12 00:00:00"
6196,"2002-12-12 00:00:00","USD","MXN",9.2974,9.294,"2002-12-12 00:00:00"
6197,"2002-12-12 00:00:00","USD","SAR",3.7505,3.7423,"2002-12-12 00:00:00"
6198,"2002-12-12 00:00:00","USD","VEB",711.6939,711.62,"2002-12-12 00:00:00"
6199,"2002-12-13 00:00:00","USD","ARS",0.9993,0.9996,"2002-12-13 00:00:00"
6200,"2002-12-13 00:00:00","USD","AUD",1.9661,1.9662,"2002-12-13 00:00:00"
6201,"2002-12-13 00:00:00","USD","BRL",2.2021,2.21,"2002-12-13 00:00:00"
6202,"2002-12-13 00:00:00","USD","CAD",1.5429,1.5492,"2002-12-13 00:00:00"
6203,"2002-12-13 00:00:00","USD","CNY",8.2781,8.2789,"2002-12-13 00:00:00"
6204,"2002-12-13 00:00:00","USD","EUR",1.1232,1.1237,"2002-12-13 00:00:00"
6205,"2002-12-13 00:00:00","USD","GBP",0.6979,0.6988,"2002-12-13 00:00:00"
6206,"2002-12-13 00:00:00","USD","JPY",124.044,124.131,"2002-12-13 00:00:00"
6207,"2002-12-13 00:00:00","USD","MXN",9.2799,9.282,"2002-12-13 00:00:00"
6208,"2002-12-13 00:00:00","USD","SAR",3.7505,3.7562,"2002-12-13 00:00:00"
6209,"2002-12-13 00:00:00","USD","VEB",711.71,711.8099,"2002-12-13 00:00:00"
6210,"2002-12-14 00:00:00","USD","ARS",0.9993,0.9986,"2002-12-14 00:00:00"
6211,"2002-12-14 00:00:00","USD","AUD",1.9661,1.9653,"2002-12-14 00:00:00"
6212,"2002-12-14 00:00:00","USD","BRL",2.2029,2.2,"2002-12-14 00:00:00"
6213,"2002-12-14 00:00:00","USD","CAD",1.542,1.5415,"2002-12-14 00:00:00"
6214,"2002-12-14 00:00:00","USD","CNY",8.2786,8.2782,"2002-12-14 00:00:00"
6215,"2002-12-14 00:00:00","USD","EUR",1.1241,1.1236,"2002-12-14 00:00:00"
6216,"2002-12-14 00:00:00","USD","GBP",0.6948,0.6939,"2002-12-14 00:00:00"
6217,"2002-12-14 00:00:00","USD","JPY",124.12,124.1059,"2002-12-14 00:00:00"
6218,"2002-12-14 00:00:00","USD","MXN",9.2799,9.2789,"2002-12-14 00:00:00"
6219,"2002-12-14 00:00:00","USD","SAR",3.7507,3.7458,"2002-12-14 00:00:00"
6220,"2002-12-14 00:00:00","USD","VEB",711.71,711.6599,"2002-12-14 00:00:00"
6221,"2002-12-15 00:00:00","USD","ARS",0.9993,0.9999,"2002-12-15 00:00:00"
6222,"2002-12-15 00:00:00","USD","AUD",1.9661,1.9663,"2002-12-15 00:00:00"
6223,"2002-12-15 00:00:00","USD","BRL",2.2029,2.205,"2002-12-15 00:00:00"
6224,"2002-12-15 00:00:00","USD","CAD",1.542,1.5456,"2002-12-15 00:00:00"
6225,"2002-12-15 00:00:00","USD","CNY",8.2786,8.279,"2002-12-15 00:00:00"
6226,"2002-12-15 00:00:00","USD","EUR",1.1241,1.1245,"2002-12-15 00:00:00"
6227,"2002-12-15 00:00:00","USD","GBP",0.6948,0.6954,"2002-12-15 00:00:00"
6228,"2002-12-15 00:00:00","USD","JPY",124.12,124.1979,"2002-12-15 00:00:00"
6229,"2002-12-15 00:00:00","USD","MXN",9.2799,9.2889,"2002-12-15 00:00:00"
6230,"2002-12-15 00:00:00","USD","SAR",3.7507,3.7536,"2002-12-15 00:00:00"
6231,"2002-12-15 00:00:00","USD","VEB",711.71,711.71,"2002-12-15 00:00:00"
6232,"2002-12-16 00:00:00","USD","ARS",0.9997,0.9992,"2002-12-16 00:00:00"
6233,"2002-12-16 00:00:00","USD","AUD",1.9522,1.9518,"2002-12-16 00:00:00"
6234,"2002-12-16 00:00:00","USD","BRL",2.2012,2.1989,"2002-12-16 00:00:00"
6235,"2002-12-16 00:00:00","USD","CAD",1.5371,1.5363,"2002-12-16 00:00:00"
6236,"2002-12-16 00:00:00","USD","CNY",8.2782,8.2773,"2002-12-16 00:00:00"
6237,"2002-12-16 00:00:00","USD","EUR",1.1274,1.1264,"2002-12-16 00:00:00"
6238,"2002-12-16 00:00:00","USD","GBP",0.6989,0.6983,"2002-12-16 00:00:00"
6239,"2002-12-16 00:00:00","USD","JPY",123.672,123.595,"2002-12-16 00:00:00"
6240,"2002-12-16 00:00:00","USD","MXN",9.2504,9.243,"2002-12-16 00:00:00"
6241,"2002-12-16 00:00:00","USD","SAR",3.7505,3.741,"2002-12-16 00:00:00"
6242,"2002-12-16 00:00:00","USD","VEB",712.81,712.7599,"2002-12-16 00:00:00"
6243,"2002-12-17 00:00:00","USD","ARS",0.9997,1.0,"2002-12-17 00:00:00"
6244,"2002-12-17 00:00:00","USD","AUD",1.931,1.9316,"2002-12-17 00:00:00"
6245,"2002-12-17 00:00:00","USD","BRL",2.2029,2.2069,"2002-12-17 00:00:00"
6246,"2002-12-17 00:00:00","USD","CAD",1.5336,1.5394,"2002-12-17 00:00:00"
6247,"2002-12-17 00:00:00","USD","CNY",8.2782,8.2787,"2002-12-17 00:00:00"
6248,"2002-12-17 00:00:00","USD","EUR",1.1209,1.1218,"2002-12-17 00:00:00"
6249,"2002-12-17 00:00:00","USD","GBP",0.6974,0.6975,"2002-12-17 00:00:00"
6250,"2002-12-17 00:00:00","USD","JPY",122.0819,122.121,"2002-12-17 00:00:00"
6251,"2002-12-17 00:00:00","USD","MXN",9.2606,9.269,"2002-12-17 00:00:00"
6252,"2002-12-17 00:00:00","USD","SAR",3.7505,3.7597,"2002-12-17 00:00:00"
6253,"2002-12-17 00:00:00","USD","VEB",712.5,712.57,"2002-12-17 00:00:00"
6254,"2002-12-18 00:00:00","USD","ARS",0.9997,0.9987,"2002-12-18 00:00:00"
6255,"2002-12-18 00:00:00","USD","AUD",1.9258,1.925,"2002-12-18 00:00:00"
6256,"2002-12-18 00:00:00","USD","BRL",2.237,2.236,"2002-12-18 00:00:00"
6257,"2002-12-18 00:00:00","USD","CAD",1.5328,1.5279,"2002-12-18 00:00:00"
6258,"2002-12-18 00:00:00","USD","CNY",8.2782,8.2774,"2002-12-18 00:00:00"
6259,"2002-12-18 00:00:00","USD","EUR",1.1198,1.1196,"2002-12-18 00:00:00"
6260,"2002-12-18 00:00:00","USD","GBP",0.6985,0.6976,"2002-12-18 00:00:00"
6261,"2002-12-18 00:00:00","USD","JPY",121.903,121.8439,"2002-12-18 00:00:00"
6262,"2002-12-18 00:00:00","USD","MXN",9.2959,9.287,"2002-12-18 00:00:00"
6263,"2002-12-18 00:00:00","USD","SAR",3.7505,3.7437,"2002-12-18 00:00:00"
6264,"2002-12-18 00:00:00","USD","VEB",712.5,712.45,"2002-12-18 00:00:00"
6265,"2002-12-19 00:00:00","USD","ARS",0.9997,1.0004,"2002-12-19 00:00:00"
6266,"2002-12-19 00:00:00","USD","AUD",1.9266,1.9271,"2002-12-19 00:00:00"
6267,"2002-12-19 00:00:00","USD","BRL",2.2149,2.221,"2002-12-19 00:00:00"
6268,"2002-12-19 00:00:00","USD","CAD",1.5327,1.5402,"2002-12-19 00:00:00"
6269,"2002-12-19 00:00:00","USD","CNY",8.2782,8.2788,"2002-12-19 00:00:00"
6270,"2002-12-19 00:00:00","USD","EUR",1.1237,1.1247,"2002-12-19 00:00:00"
6271,"2002-12-19 00:00:00","USD","GBP",0.6967,0.6977,"2002-12-19 00:00:00"
6272,"2002-12-19 00:00:00","USD","JPY",121.408,121.489,"2002-12-19 00:00:00"
6273,"2002-12-19 00:00:00","USD","MXN",9.2693,9.2729,"2002-12-19 00:00:00"
6274,"2002-12-19 00:00:00","USD","SAR",3.7505,3.7557,"2002-12-19 00:00:00"
6275,"2002-12-19 00:00:00","USD","VEB",713.0,713.0199,"2002-12-19 00:00:00"
6276,"2002-12-20 00:00:00","USD","ARS",0.9991,0.999,"2002-12-20 00:00:00"
6277,"2002-12-20 00:00:00","USD","AUD",1.9262,1.9254,"2002-12-20 00:00:00"
6278,"2002-12-20 00:00:00","USD","BRL",2.213,2.208,"2002-12-20 00:00:00"
6279,"2002-12-20 00:00:00","USD","CAD",1.5357,1.5262,"2002-12-20 00:00:00"
6280,"2002-12-20 00:00:00","USD","CNY",8.2782,8.2775,"2002-12-20 00:00:00"
6281,"2002-12-20 00:00:00","USD","EUR",1.1192,1.1185,"2002-12-20 00:00:00"
6282,"2002-12-20 00:00:00","USD","GBP",0.695,0.6948,"2002-12-20 00:00:00"
6283,"2002-12-20 00:00:00","USD","JPY",121.312,121.297,"2002-12-20 00:00:00"
6284,"2002-12-20 00:00:00","USD","MXN",9.275,9.2729,"2002-12-20 00:00:00"
6285,"2002-12-20 00:00:00","USD","SAR",3.7507,3.745,"2002-12-20 00:00:00"
6286,"2002-12-20 00:00:00","USD","VEB",713.25,713.1599,"2002-12-20 00:00:00"
6287,"2002-12-21 00:00:00","USD","ARS",0.9991,1.0001,"2002-12-21 00:00:00"
6288,"2002-12-21 00:00:00","USD","AUD",1.9231,1.9233,"2002-12-21 00:00:00"
6289,"2002-12-21 00:00:00","USD","BRL",2.21,2.21,"2002-12-21 00:00:00"
6290,"2002-12-21 00:00:00","USD","CAD",1.5335,1.537,"2002-12-21 00:00:00"
6291,"2002-12-21 00:00:00","USD","CNY",8.2782,8.2791,"2002-12-21 00:00:00"
6292,"2002-12-21 00:00:00","USD","EUR",1.1204,1.1206,"2002-12-21 00:00:00"
6293,"2002-12-21 00:00:00","USD","GBP",0.6952,0.6956,"2002-12-21 00:00:00"
6294,"2002-12-21 00:00:00","USD","JPY",121.35,121.372,"2002-12-21 00:00:00"
6295,"2002-12-21 00:00:00","USD","MXN",9.275,9.275,"2002-12-21 00:00:00"
6296,"2002-12-21 00:00:00","USD","SAR",3.7505,3.7549,"2002-12-21 00:00:00"
6297,"2002-12-21 00:00:00","USD","VEB",713.25,713.32,"2002-12-21 00:00:00"
6298,"2002-12-22 00:00:00","USD","ARS",0.9991,0.9989,"2002-12-22 00:00:00"
6299,"2002-12-22 00:00:00","USD","AUD",1.9269,1.9259,"2002-12-22 00:00:00"
6300,"2002-12-22 00:00:00","USD","BRL",2.21,2.2029,"2002-12-22 00:00:00"
6301,"2002-12-22 00:00:00","USD","CAD",1.5364,1.5319,"2002-12-22 00:00:00"
6302,"2002-12-22 00:00:00","USD","CNY",8.2782,8.2772,"2002-12-22 00:00:00"
6303,"2002-12-22 00:00:00","USD","EUR",1.119,1.1185,"2002-12-22 00:00:00"
6304,"2002-12-22 00:00:00","USD","GBP",0.6952,0.6951,"2002-12-22 00:00:00"
6305,"2002-12-22 00:00:00","USD","JPY",121.36,121.283,"2002-12-22 00:00:00"
6306,"2002-12-22 00:00:00","USD","MXN",9.275,9.269,"2002-12-22 00:00:00"
6307,"2002-12-22 00:00:00","USD","SAR",3.7505,3.748,"2002-12-22 00:00:00"
6308,"2002-12-22 00:00:00","USD","VEB",713.25,713.1799,"2002-12-22 00:00:00"
6309,"2002-12-23 00:00:00","USD","ARS",0.9998,1.0002,"2002-12-23 00:00:00"
6310,"2002-12-23 00:00:00","USD","AUD",1.931,1.9311,"2002-12-23 00:00:00"
6311,"2002-12-23 00:00:00","USD","BRL",2.2157,2.22,"2002-12-23 00:00:00"
6312,"2002-12-23 00:00:00","USD","CAD",1.5425,1.5428,"2002-12-23 00:00:00"
6313,"2002-12-23 00:00:00","USD","CNY",8.2782,8.2787,"2002-12-23 00:00:00"
6314,"2002-12-23 00:00:00","USD","EUR",1.1241,1.1241,"2002-12-23 00:00:00"
6315,"2002-12-23 00:00:00","USD","GBP",0.6954,0.6961,"2002-12-23 00:00:00"
6316,"2002-12-23 00:00:00","USD","JPY",121.17,121.218,"2002-12-23 00:00:00"
6317,"2002-12-23 00:00:00","USD","MXN",9.1941,9.1989,"2002-12-23 00:00:00"
6318,"2002-12-23 00:00:00","USD","SAR",3.7507,3.7521,"2002-12-23 00:00:00"
6319,"2002-12-23 00:00:00","USD","VEB",713.5,713.59,"2002-12-23 00:00:00"
6320,"2002-12-24 00:00:00","USD","ARS",0.9998,0.9996,"2002-12-24 00:00:00"
6321,"2002-12-24 00:00:00","USD","AUD",1.9396,1.9392,"2002-12-24 00:00:00"
6322,"2002-12-24 00:00:00","USD","BRL",2.2448,2.238,"2002-12-24 00:00:00"
6323,"2002-12-24 00:00:00","USD","CAD",1.5443,1.5437,"2002-12-24 00:00:00"
6324,"2002-12-24 00:00:00","USD","CNY",8.2792,8.2784,"2002-12-24 00:00:00"
6325,"2002-12-24 00:00:00","USD","EUR",1.1318,1.1315,"2002-12-24 00:00:00"
6326,"2002-12-24 00:00:00","USD","GBP",0.7018,0.7018,"2002-12-24 00:00:00"
6327,"2002-12-24 00:00:00","USD","JPY",121.335,121.258,"2002-12-24 00:00:00"
6328,"2002-12-24 00:00:00","USD","MXN",9.2172,9.2089,"2002-12-24 00:00:00"
6329,"2002-12-24 00:00:00","USD","SAR",3.7505,3.7427,"2002-12-24 00:00:00"
6330,"2002-12-24 00:00:00","USD","VEB",713.5,713.46,"2002-12-24 00:00:00"
6331,"2002-12-25 00:00:00","USD","ARS",0.9998,1.0,"2002-12-25 00:00:00"
6332,"2002-12-25 00:00:00","USD","AUD",1.9068,1.9071,"2002-12-25 00:00:00"
6333,"2002-12-25 00:00:00","USD","BRL",2.2629,2.266,"2002-12-25 00:00:00"
6334,"2002-12-25 00:00:00","USD","CAD",1.5389,1.5475,"2002-12-25 00:00:00"
6335,"2002-12-25 00:00:00","USD","CNY",8.2782,8.2789,"2002-12-25 00:00:00"
6336,"2002-12-25 00:00:00","USD","EUR",1.1302,1.1303,"2002-12-25 00:00:00"
6337,"2002-12-25 00:00:00","USD","GBP",0.7039,0.7039,"2002-12-25 00:00:00"
6338,"2002-12-25 00:00:00","USD","JPY",122.2,122.2099,"2002-12-25 00:00:00"
6339,"2002-12-25 00:00:00","USD","MXN",9.2149,9.223,"2002-12-25 00:00:00"
6340,"2002-12-25 00:00:00","USD","SAR",3.7505,3.7513,"2002-12-25 00:00:00"
6341,"2002-12-25 00:00:00","USD","VEB",713.7599,713.85,"2002-12-25 00:00:00"
6342,"2002-12-26 00:00:00","USD","ARS",0.9998,0.9995,"2002-12-26 00:00:00"
